City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
346,Matay,EG,28.419,30.7792,11.8,55,29,4.88,scattered clouds
347,Orange,US,33.7,-117.7675,25.16,29,0,2.57,clear sky
348,Borogontsy,RU,62.6683,131.1683,-45.5,100,99,1.45,overcast clouds
349,Kavaratti,IN,10.5669,72.642,26.22,76,90,3.78,overcast clouds
350,Taoudenni,ML,22.6783,-3.9836,22.0,14,100,4.29,overcast clouds
351,Trinidad,BO,-14.8333,-64.9,24.99,94,75,2.06,broken clouds
352,Goundam,ML,16.4145,-3.6708,26.41,12,1,5.21,clear sky
353,Okha,RU,53.5739,142.9478,-30.93,96,100,5.01,overcast clouds
354,Boca Do Acre,BR,-8.7522,-67.3978,26.66,77,72,1.83,broken clouds
355,Kuandian,CN,40.7286,124.7847,-6.3,52,100,2.0,overcast clouds
356,Roald,NO,62.5833,6.1333,8.52,76,75,12.86,light rain
357,Cherskiy,RU,68.75,161.3,-32.65,98,100,3.58,overcast clouds
358,Richards Bay,ZA,-28.783,32.0377,22.65,93,96,5.4,overcast clouds
359,Rairangpur,IN,22.2676,86.1751,16.9,37,2,0.59,clear sky
360,Storm Lake,US,42.6411,-95.2097,4.58,81,0,4.63,clear sky
361,Usinsk,RU,65.9939,57.5281,-2.91,81,79,12.37,broken clouds
362,Cayenne,GF,4.9333,-52.3333,27.02,83,75,4.63,broken clouds
363,Christchurch,NZ,-43.5333,172.6333,15.82,77,20,1.03,few clouds
364,Vestmannaeyjar,IS,63.4427,-20.2734,-0.51,54,100,16.95,light snow
365,Bulgan,MN,48.8125,103.5347,-19.49,88,27,1.59,scattered clouds
366,Taywarah,AF,33.35,64.4167,-2.86,97,99,2.21,snow
367,Moletai,LT,55.2333,25.4167,-3.2,92,100,3.39,overcast clouds
368,Zlobin,HR,45.2924,14.6541,-2.39,53,20,8.23,few clouds
369,Uthal,PK,25.8072,66.6219,19.94,70,2,2.29,clear sky
370,Saint Anthony,US,45.0205,-93.218,6.03,57,0,5.66,clear sky
371,Berlevag,NO,70.8578,29.0864,4.0,65,0,19.55,clear sky
372,Miri,MY,4.4148,114.0089,25.08,94,40,2.06,scattered clouds
373,Tulagi,SB,-9.0996,160.1476,27.3,78,100,3.62,overcast clouds
374,Pacific Grove,US,36.6177,-121.9166,19.66,63,0,4.02,clear sky
375,Canchungo,GW,12.0672,-16.0333,27.07,56,3,3.09,clear sky
376,Le Port,RE,-20.9373,55.2919,25.0,79,44,0.91,scattered clouds
377,Oussouye,SN,12.485,-16.5469,26.1,60,0,3.77,clear sky
378,Uddevalla,SE,58.3478,11.9424,2.82,87,100,6.85,overcast clouds
379,Tripoli,LY,32.8752,13.1875,14.72,67,91,6.36,overcast clouds
380,Karema,TZ,-6.8205,30.4389,21.27,86,100,1.86,overcast clouds
381,Nizhniy Tsasuchey,RU,50.5167,115.1333,-23.1,100,27,2.39,scattered clouds
382,Geraldton,AU,-28.7667,114.6,18.23,82,0,3.09,clear sky
383,Gat,IL,31.61,34.7642,8.0,100,59,1.72,broken clouds
384,Celestun,MX,20.8667,-90.4,29.25,60,30,1.69,scattered clouds
385,Nefteyugansk,RU,61.0998,72.6035,-13.83,95,100,6.09,light snow
386,Half Moon Bay,US,37.4636,-122.4286,19.69,66,0,5.14,haze
387,Nadym,RU,65.5333,72.5167,-13.53,96,96,6.86,overcast clouds
388,Micheweni,TZ,-4.9667,39.8333,26.49,80,92,3.86,overcast clouds
389,Remanso,BR,-9.6179,-42.0831,28.45,38,19,1.25,few clouds
390,Riosucio,CO,5.4216,-75.7032,21.21,70,88,1.31,overcast clouds
391,Tierralta,CO,8.1736,-76.0592,32.58,53,58,1.53,broken clouds
392,Morehead,US,37.2711,-87.1764,14.44,93,100,0.0,moderate rain
393,Oranjemund,NA,-28.55,16.4333,17.59,96,31,1.77,scattered clouds
394,Yulara,AU,-25.2406,130.9889,26.57,43,6,3.03,clear sky
395,Luxor,EG,25.6989,32.6421,12.03,47,0,1.54,clear sky
396,Mahibadhoo,MV,3.7833,72.9667,27.04,69,75,2.73,broken clouds
397,Arima,TT,10.6333,-61.2833,29.74,57,40,6.17,scattered clouds
398,Pangnirtung,CA,66.1451,-65.7125,-29.0,63,0,1.54,clear sky
399,Hearst,CA,49.6835,-83.6665,-0.86,87,100,2.6,overcast clouds
400,Najran,SA,17.4924,44.1277,20.36,29,60,1.31,broken clouds
401,Faya,SA,18.3851,42.4509,13.06,67,97,1.44,overcast clouds
402,Khatanga,RU,71.9667,102.5,-42.83,100,62,2.03,broken clouds
403,Srednekolymsk,RU,67.45,153.6833,-33.34,97,100,2.98,overcast clouds
404,Daru,PG,-9.0763,143.2092,24.54,92,100,5.11,overcast clouds
405,Great Yarmouth,GB,52.6083,1.7305,2.79,77,25,6.08,scattered clouds
406,Vagay,RU,57.9375,69.0217,-14.26,95,100,3.19,overcast clouds
407,Deputatskiy,RU,69.3,139.9,-42.92,99,90,1.98,overcast clouds
408,La Maddalena,IT,41.2142,9.4083,7.03,61,100,5.34,overcast clouds
409,Santa Maria,BR,-29.6842,-53.8069,35.61,30,20,2.06,few clouds
410,Talnakh,RU,69.4865,88.3972,-23.22,96,100,4.07,overcast clouds
411,Tondano,ID,1.3038,124.9112,17.05,91,100,1.05,overcast clouds
412,Nicolas Bravo,MX,18.45,-88.9167,26.99,69,4,3.34,light rain
413,Ouadda,CF,8.0777,22.4007,22.53,16,16,3.7,few clouds
414,Sakakah,SA,29.9697,40.2064,7.76,63,9,4.11,clear sky
415,Padang,ID,-0.9492,100.3543,23.03,87,100,2.04,light rain
416,Bandarban,BD,22.1965,92.2262,14.44,81,2,1.09,clear sky
417,Metro,ID,-5.1131,105.3067,23.13,89,95,0.76,overcast clouds
418,Walvis Bay,NA,-22.9575,14.5053,18.8,83,4,5.39,clear sky
419,Whitehorse,CA,60.7161,-135.0538,-4.39,73,20,7.72,few clouds
420,Tete,MZ,-16.1564,33.5867,24.42,86,100,0.75,overcast clouds
421,Havre-Saint-Pierre,CA,50.2334,-63.5986,-2.0,80,40,5.14,light snow
422,Safford,US,32.834,-109.7076,14.3,25,0,2.24,clear sky
423,Barcelos,PT,41.5388,-8.6151,12.6,72,1,2.84,clear sky
424,Bandarbeyla,SO,9.4942,50.8122,23.85,81,9,3.94,clear sky
425,Scottsbluff,US,41.8666,-103.6672,8.21,46,0,8.05,clear sky
426,Tubuala,PA,9.5167,-79.0333,26.21,83,53,6.95,broken clouds
427,Qui Nhon,VN,13.7667,109.2333,22.16,93,100,2.44,overcast clouds
428,Vila Velha,BR,-20.3297,-40.2925,27.97,65,20,4.63,light rain
429,Auki,SB,-8.7676,160.7034,26.36,82,100,2.02,overcast clouds
430,Aden,YE,12.7794,45.0367,24.6,71,30,1.06,scattered clouds
431,Tessalit,ML,20.1986,1.0114,22.48,17,3,4.55,clear sky
432,Sharan,RU,54.8167,54.0,-9.07,95,100,3.99,light snow
433,Kungurtug,RU,50.5994,97.5228,-17.15,95,100,0.47,overcast clouds
434,Malanje,AO,-9.5402,16.341,17.96,77,96,1.94,overcast clouds
435,Russell,US,32.3502,-85.1999,26.6,44,75,2.57,broken clouds
436,Turayf,SA,31.6725,38.6637,4.14,75,40,4.12,scattered clouds
437,Port Lincoln,AU,-34.7333,135.8667,18.97,79,0,4.46,clear sky
438,Seoul,KR,37.5683,126.9778,-3.31,74,0,2.57,clear sky
439,Erdaojiang,CN,41.7764,126.0319,-14.97,92,69,1.28,broken clouds
440,Abrau-Dyurso,RU,44.69,37.59,-6.3,85,86,14.41,overcast clouds
441,Gunjur,GM,13.2019,-16.7339,24.04,50,10,3.6,clear sky
442,Qaracala,AZ,39.8132,48.9523,2.45,65,99,2.95,overcast clouds
443,Pilar,BR,-9.5972,-35.9567,25.96,70,99,3.97,overcast clouds
444,Khonsa,IN,27.0167,95.5667,10.34,85,96,1.77,overcast clouds
445,Altay,CN,47.8667,88.1167,-7.73,71,98,2.95,overcast clouds
446,Koster,ZA,-25.863,26.8976,15.86,78,93,2.08,overcast clouds
447,Kavieng,PG,-2.5744,150.7967,27.25,78,100,3.81,overcast clouds
448,Marrakesh,MA,31.6315,-8.0083,13.04,67,40,3.6,scattered clouds
449,Tahe,CN,52.3333,124.7333,-28.58,100,18,1.74,few clouds
450,Bequimao,BR,-2.4489,-44.7825,24.65,93,99,1.61,overcast clouds
451,Dunedin,NZ,-45.8742,170.5036,10.85,66,38,7.27,scattered clouds
452,Rapid Valley,US,44.0625,-103.1463,11.11,39,0,12.86,clear sky
453,Muyezerskiy,RU,63.9333,31.65,0.29,90,100,7.9,overcast clouds
454,Wright,US,45.1833,-93.9502,5.7,60,0,3.6,clear sky
455,Taganak,PH,6.0833,118.3,24.08,84,99,2.96,overcast clouds
456,Baghdad,IQ,33.3406,44.4009,7.95,71,0,3.09,clear sky
457,Isla Vista,US,34.4133,-119.861,24.39,33,0,3.6,clear sky
458,Tashara,RU,55.5195,83.5094,-19.7,100,96,1.59,overcast clouds
459,Bathsheba,BB,13.2167,-59.5167,28.34,65,20,8.23,light rain
460,Kumano,JP,34.3442,132.5894,2.51,81,58,3.54,broken clouds
461,Safranbolu,TR,41.2508,32.6942,-2.01,93,100,1.39,overcast clouds
462,Aguimes,ES,27.9054,-15.4461,16.35,63,75,2.57,broken clouds
463,Sompeta,IN,18.9333,84.6,21.15,81,44,2.84,scattered clouds
464,Karera,IN,25.4667,78.15,15.71,36,2,1.94,clear sky
465,Puerto Del Rosario,ES,28.5004,-13.8627,17.86,68,20,2.06,few clouds
466,Raudeberg,NO,61.9875,5.1352,6.09,93,100,21.08,light rain
467,Sakaiminato,JP,35.55,133.2333,3.99,100,75,1.54,broken clouds
468,Islampur,IN,26.2667,88.2,16.66,54,0,2.6,clear sky
469,Shumikha,RU,55.2261,63.2961,-10.63,95,100,4.95,light snow
470,Hambantota,LK,6.1241,81.1185,24.03,80,100,5.45,overcast clouds
471,Bengkulu,ID,-3.8004,102.2655,23.61,85,90,2.25,overcast clouds
472,Novoseleznevo,RU,55.6821,69.2056,-22.84,99,86,3.52,overcast clouds
473,Guiratinga,BR,-16.3494,-53.7583,27.9,74,36,0.55,scattered clouds
474,Qaqortoq,GL,60.7167,-46.0333,-3.1,93,100,2.68,light snow
475,Sacaseni,RO,47.4833,22.6833,-7.21,83,4,2.06,clear sky
476,Ardabil,IR,38.2498,48.2933,-5.25,100,100,9.77,fog
477,Kayalpattinam,IN,8.5667,78.1167,24.6,79,55,3.81,broken clouds
478,Bubaque,GW,11.2833,-15.8333,23.94,70,5,5.7,clear sky
479,Vanimo,PG,-2.6741,141.3028,25.28,93,100,6.28,light rain
480,Krutinka,RU,56.0055,71.5113,-23.92,100,77,3.51,broken clouds
481,Cairns,AU,-16.9167,145.7667,26.7,97,64,2.57,broken clouds
482,Bonthe,SL,7.5264,-12.505,25.32,79,51,3.0,broken clouds
483,High Prairie,CA,55.4334,-116.4858,1.03,71,34,4.68,scattered clouds
484,Ourossogui,SN,15.6064,-13.3211,29.13,12,77,4.42,broken clouds
485,San Ramon,US,37.7799,-121.978,18.12,56,0,4.12,clear sky
486,Dukat,RU,62.55,155.55,-40.6,100,82,1.55,broken clouds
487,Florianopolis,BR,-27.6146,-48.5012,26.57,72,75,4.63,broken clouds
488,Bongandanga,CD,1.5,21.05,24.51,29,3,0.3,clear sky
489,Coahuayana,MX,18.7333,-103.6833,30.28,49,0,3.23,clear sky
490,Shiyan,CN,32.6475,110.7781,3.51,96,100,0.66,overcast clouds
491,Karratha,AU,-20.7377,116.8463,29.64,68,9,2.17,clear sky
492,Iracoubo,GF,5.4802,-53.2011,24.76,89,97,5.48,overcast clouds
493,Quebo,GW,11.3333,-14.9333,22.63,73,1,2.54,clear sky
494,Mount Gambier,AU,-37.8333,140.7667,13.31,79,5,1.71,clear sky
495,Huarmey,PE,-10.0681,-78.1522,25.23,74,34,4.69,scattered clouds
496,Devils Lake,US,48.1128,-98.8651,2.19,78,75,2.57,broken clouds
497,Botad,IN,22.1667,71.6667,21.83,17,3,3.14,clear sky
498,Gafargaon,BD,24.4333,90.5667,16.86,71,0,2.17,clear sky
499,Ilam,NP,26.9167,87.9167,10.93,71,16,1.63,few clouds
500,Umkomaas,ZA,-30.2067,30.7978,23.15,92,100,8.21,moderate rain
501,Mahuta,TZ,-10.8667,39.45,19.8,97,99,1.16,overcast clouds
502,Barra Dos Coqueiros,BR,-10.9089,-37.0386,28.01,65,20,5.66,few clouds
503,Pinheiro,BR,-2.5214,-45.0825,24.39,95,100,1.37,overcast clouds
504,Tartagal,AR,-22.5164,-63.8013,34.73,34,44,4.26,scattered clouds
505,Nanortalik,GL,60.1432,-45.2371,-0.96,82,100,2.76,light snow
506,Olafsvik,IS,64.8945,-23.7142,-3.36,72,100,16.27,snow
507,Forio,IT,40.7342,13.8646,8.01,63,5,7.15,clear sky
508,Gisborne,NZ,-38.6533,178.0042,18.67,60,2,1.23,clear sky
509,Iqaluit,CA,63.7506,-68.5145,-30.15,69,75,7.72,broken clouds
510,Saint-Joseph,RE,-21.3667,55.6167,24.21,83,56,5.23,light rain
511,Batemans Bay,AU,-35.7167,150.1833,19.5,96,100,2.94,overcast clouds
512,Tungor,RU,53.3808,142.9564,-30.78,95,100,5.31,overcast clouds
513,Santiago Del Estero,AR,-27.7951,-64.2615,40.74,18,67,7.75,broken clouds
514,Cap-Aux-Meules,CA,47.3821,-61.8597,-1.99,80,100,8.23,overcast clouds
515,Egvekinot,RU,66.3167,-179.1667,-26.84,95,100,2.16,overcast clouds
516,North Branch,US,45.5113,-92.9802,9.06,100,100,5.23,overcast clouds
517,Codrington,AU,-38.2667,141.9667,13.39,88,2,2.53,clear sky
518,Bowen,AU,-20.0167,148.2333,25.74,82,100,7.54,overcast clouds
519,Ciudad Bolivar,VE,8.1222,-63.5497,31.19,45,97,5.63,overcast clouds
520,Charters Towers,AU,-20.1,146.2667,23.32,82,88,5.42,overcast clouds
521,Colares,PT,38.7992,-9.4469,12.09,77,75,6.71,broken clouds
522,San Juan,AR,-31.5375,-68.5364,35.53,21,0,3.21,clear sky
523,Macusani,PE,-14.0833,-70.4333,6.78,83,89,4.48,overcast clouds
524,Zapolyarnyy,RU,69.4154,30.8136,1.6,72,100,15.01,overcast clouds
525,Kedougou,SN,12.5579,-12.1743,30.01,15,2,1.82,clear sky
526,Zeya,RU,53.75,127.2667,-34.0,96,17,0.63,few clouds
527,Tuatapere,NZ,-46.1333,167.6833,9.69,82,92,4.75,overcast clouds
528,Saint-Augustin,CA,51.226,-58.6502,-6.02,97,100,1.05,light snow
529,Abu Samrah,SY,35.3029,37.1841,2.13,58,0,3.33,clear sky
530,Parainen,FI,60.3067,22.301,3.56,85,100,8.46,overcast clouds
531,Mbandaka,CD,0.0487,18.2603,24.57,55,14,1.97,few clouds
532,Ladario,BR,-19.0047,-57.6017,31.05,78,40,1.54,light rain
533,Bassila,BJ,9.0081,1.6654,28.06,17,46,2.08,scattered clouds
534,Omboue,GA,-1.5746,9.2618,26.27,86,41,2.48,scattered clouds
535,Nova Olimpia,BR,-14.7972,-57.2881,28.69,79,68,1.5,broken clouds
536,Kula,TR,38.5473,28.6498,-3.38,77,12,2.01,few clouds
537,San Cristobal,VE,7.7669,-72.225,25.1,44,34,1.68,scattered clouds
538,Vina Del Mar,CL,-33.0246,-71.5518,23.04,72,40,4.63,scattered clouds
539,Aripuana,BR,-9.1667,-60.6333,27.84,71,84,0.57,broken clouds
540,Hun,LY,29.1268,15.9477,16.69,21,1,8.06,clear sky
541,Mamlyutka,KZ,54.9375,68.5394,-23.73,100,94,3.49,overcast clouds
542,Buchanan,LR,5.8808,-10.0467,25.98,86,100,2.65,overcast clouds
543,Ginir,ET,7.1333,40.7,16.25,34,6,2.6,clear sky
544,Gambo,CF,4.6482,22.2633,22.5,23,26,1.64,scattered clouds
545,Zhangye,CN,38.9342,100.4517,-2.33,57,1,2.73,clear sky
546,Kabanjahe,ID,3.1001,98.4908,17.46,96,100,0.95,overcast clouds
547,Bac Lieu,VN,9.285,105.7244,24.95,87,14,6.18,few clouds
548,Liverpool,GB,53.4106,-2.9779,7.46,79,20,6.17,few clouds
549,Lufilufi,WS,-13.8745,-171.5986,28.88,80,95,7.03,light rain
550,Dzilam Gonzalez,MX,21.2833,-88.9333,32.38,38,5,4.13,clear sky
551,Jaque,PA,7.5175,-78.1703,27.74,82,90,2.16,light rain
552,Pavlysh,UA,48.9176,33.3569,-7.48,89,6,2.84,clear sky
553,Penzance,GB,50.1186,-5.5371,9.38,77,100,6.69,overcast clouds
554,Griffith,US,41.5284,-87.4237,6.15,67,0,2.57,clear sky
555,La Fleche,FR,47.6982,-0.0755,1.14,61,0,2.3,clear sky
556,Henties Bay,NA,-22.116,14.2845,18.34,86,54,2.65,broken clouds
557,Stephenville,US,32.2207,-98.2023,7.87,92,100,5.36,overcast clouds
558,Rosario Do Sul,BR,-30.2583,-54.9142,38.57,12,29,3.37,scattered clouds
559,Waharoa,NZ,-37.7667,175.7667,21.4,68,16,6.08,few clouds
560,Sile,TR,41.1754,29.6133,5.32,64,100,4.47,overcast clouds
561,Dale,US,38.1689,-86.99,11.37,82,100,2.06,moderate rain
562,Port-Gentil,GA,-0.7193,8.7815,27.98,89,20,2.57,few clouds
563,Freeport,US,40.6576,-73.5832,12.43,44,0,6.17,clear sky
564,Asbe Teferi,ET,9.0833,40.8667,15.9,58,0,1.89,clear sky
565,Sorland,NO,67.667,12.6934,4.91,90,100,16.57,light rain
566,Xai-Xai,MZ,-25.0519,33.6442,24.71,93,37,3.71,light rain
567,Synya,RU,65.3718,58.0387,-3.34,89,100,5.39,overcast clouds
568,Kirakira,SB,-10.4544,161.9205,27.85,81,98,4.76,overcast clouds
569,Chicama,PE,-7.8447,-79.1469,25.3,58,45,5.04,scattered clouds
570,Cawayan,PH,9.9718,122.6249,24.87,80,100,4.29,overcast clouds
571,The Valley,AI,18.217,-63.0578,27.08,65,40,8.23,scattered clouds
572,Nalut,LY,30.3333,10.85,11.67,71,79,3.25,broken clouds
573,Waynesville,US,35.4887,-82.9887,16.32,84,100,1.34,overcast clouds
574,Pocone,BR,-16.2567,-56.6228,30.28,57,61,2.38,broken clouds
575,Rawatbhata,IN,24.9333,75.5833,17.15,35,2,1.11,clear sky
576,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,28.3,71,90,0.99,overcast clouds
577,Belyy Yar,RU,53.6039,91.3903,-12.06,100,100,1.0,fog
578,Puerto Baquerizo Moreno,EC,-0.9,-89.6,28.55,79,40,1.03,moderate rain
579,Alekseyevsk,RU,57.8406,108.3492,-9.15,96,100,2.48,light snow
580,Sindor,RU,62.8629,51.8905,-3.34,95,100,4.1,overcast clouds
581,Eagle,US,43.6954,-116.354,8.05,45,0,7.72,clear sky
582,Marsh Harbour,BS,26.5412,-77.0636,23.26,58,78,6.25,broken clouds
583,Aswan,EG,24.0934,32.907,13.61,33,0,5.66,clear sky
584,Sabang,ID,5.8933,95.3214,27.24,76,100,5.03,overcast clouds
585,Sherghati,IN,24.5667,84.7833,12.51,47,0,1.92,clear sky
586,Hasaki,JP,35.7333,140.8333,1.79,50,6,9.3,clear sky
587,Kushima,JP,31.4583,131.2333,9.09,75,89,3.28,overcast clouds
588,Dengzhou,CN,37.8086,120.7508,1.08,54,100,2.67,overcast clouds
589,Cascais,PT,38.6979,-9.4215,11.95,79,75,6.71,broken clouds
590,Monrovia,LR,6.3005,-10.7969,25.87,85,91,3.2,overcast clouds
591,Juneau,US,58.3019,-134.4197,2.9,100,89,2.98,light snow
592,Jeremoabo,BR,-10.075,-38.4808,29.43,27,100,4.34,overcast clouds
593,Tekkali,IN,18.6167,84.2333,20.09,90,53,2.61,broken clouds
594,Fairbanks,US,64.8378,-147.7164,-13.21,82,100,0.0,light snow
595,Mayo,US,38.8876,-76.5119,17.97,37,0,2.57,clear sky
596,Floro,NO,61.5996,5.0328,7.35,87,100,20.06,light snow
597,Brae,GB,60.3964,-1.353,5.48,58,100,12.83,light rain
598,Riyadh,SA,24.6877,46.7219,14.08,38,56,4.86,broken clouds
599,Salalah,OM,17.0151,54.0924,21.72,66,26,1.26,scattered clouds
600,Aykhal,RU,66.0,111.5,-40.81,100,93,2.51,overcast clouds
601,Ambilobe,MG,-13.2,49.05,22.91,96,100,0.81,light rain
602,La Rioja,ES,42.25,-2.5,-2.12,89,100,0.82,overcast clouds
603,San Vicente,AR,-26.6167,-54.1333,31.93,26,37,0.82,scattered clouds
604,Belmonte,BR,-15.8631,-38.8828,26.64,74,30,4.98,scattered clouds
605,Chumikan,RU,54.7183,135.315,-31.33,88,65,6.7,broken clouds
606,Rawalpindi,PK,33.6007,73.0679,13.46,68,52,0.45,broken clouds
607,Belsand,IN,26.45,85.4,12.89,57,0,2.79,clear sky
608,Sheridan,US,44.8333,-106.9173,2.21,67,100,4.12,overcast clouds
609,Lubango,AO,-14.9172,13.4925,16.94,74,100,1.49,overcast clouds
610,Havoysund,NO,70.9963,24.6622,5.13,58,100,19.29,overcast clouds
611,Saint-Paul,RE,-21.0096,55.2707,25.06,81,50,0.91,scattered clouds
612,Nisia Floresta,BR,-6.0911,-35.2086,28.45,73,21,4.68,few clouds
613,Bukoba,TZ,-1.3317,31.8122,20.15,76,70,2.93,broken clouds
614,Sarangani,PH,5.4033,125.4636,26.3,77,97,4.64,overcast clouds
615,Maryville,US,35.7565,-83.9705,13.93,86,100,2.24,overcast clouds
616,Lagoa,PT,39.05,-27.9833,13.61,59,68,6.05,broken clouds
617,Kropotkin,RU,45.4375,40.5756,-6.31,90,98,6.09,overcast clouds
618,Maraba,BR,-5.3686,-49.1178,30.1,70,75,2.06,broken clouds
619,Laredo,US,27.5064,-99.5075,20.16,30,0,6.17,clear sky
620,Boshnyakovo,RU,49.6333,142.1667,-28.88,100,100,1.95,overcast clouds
621,Lashio,MM,22.9333,97.75,8.43,59,0,0.95,clear sky
622,Constitucion,CL,-35.3333,-72.4167,21.38,58,16,6.37,few clouds
623,La Ronge,CA,55.1001,-105.2842,-5.86,53,20,5.14,few clouds
624,Eshowe,ZA,-28.8865,31.4699,19.17,92,100,3.85,overcast clouds
625,Datong,CN,40.0936,113.2914,-4.24,93,100,2.2,light snow
626,Cervo,ES,43.6702,-7.4101,11.09,84,19,7.66,few clouds
627,Baoning,CN,25.3378,110.026,9.92,100,75,0.0,mist
628,Nizip,TR,37.0097,37.7942,-0.93,51,2,2.83,clear sky
629,Sosnovka,RU,56.255,51.2842,-4.68,96,100,2.87,light snow
630,Warnes,BO,-17.5,-63.1667,32.6,58,75,3.6,broken clouds
631,Krasnoselkup,RU,65.7,82.4667,-19.17,92,100,7.12,overcast clouds
632,Altamirano,MX,16.8833,-92.15,23.4,34,1,3.15,clear sky
633,Harqalah,TN,36.0303,10.509,9.92,87,75,12.86,light rain
634,Marica,BR,-22.9194,-42.8186,25.97,90,100,3.03,overcast clouds
635,Tual,ID,-5.6667,132.75,26.24,89,100,10.74,moderate rain
636,Eyl,SO,7.9803,49.8164,23.27,84,20,4.76,few clouds
637,Altus,US,34.6381,-99.334,4.73,87,100,8.23,moderate rain
638,Marmaris,TR,36.855,28.2742,4.97,51,2,3.48,clear sky
639,Morro Bay,US,35.3658,-120.8499,22.27,50,1,1.79,clear sky
640,Ust-Ilimsk,RU,58.0006,102.6619,-10.83,97,100,1.67,overcast clouds
641,Kenai,US,60.5544,-151.2583,-3.95,85,100,1.54,overcast clouds
642,Kirkcudbright,GB,54.8383,-4.0491,7.31,90,100,6.38,overcast clouds
643,Yamethin,MM,20.4333,96.15,17.1,35,74,1.37,broken clouds
644,Almeria,ES,37.1667,-2.3333,7.65,87,37,3.68,scattered clouds
645,Puri,IN,19.8,85.85,23.29,80,90,4.78,overcast clouds
646,Mazagao,BR,-0.115,-51.2894,29.03,92,90,2.03,overcast clouds
647,Bardoli,IN,21.1167,73.1167,22.06,24,43,2.35,scattered clouds
648,Westport,US,41.1415,-73.3579,11.59,49,5,2.24,clear sky
649,Sechura,PE,-5.5569,-80.8222,28.76,58,47,7.73,scattered clouds
650,Yeppoon,AU,-23.1333,150.7333,22.88,70,62,9.38,broken clouds
651,Tilichiki,RU,60.4667,166.1,-27.73,88,91,4.66,overcast clouds
652,Fort Nelson,CA,58.8053,-122.7002,-6.14,55,75,1.34,broken clouds
653,Singaraja,ID,-8.112,115.0882,25.32,88,100,0.54,overcast clouds
654,Trelew,AR,-43.249,-65.3051,32.06,18,87,11.38,overcast clouds
655,Conchal,BR,-22.3303,-47.1725,28.09,87,7,2.76,clear sky
656,Mundo Nuevo,MX,18.7,-95.5,24.87,80,0,3.6,clear sky
657,Margate,GB,51.3813,1.3862,2.05,71,23,0.89,few clouds
658,Berbera,SO,10.4396,45.0143,24.24,76,4,0.62,clear sky
659,Paamiut,GL,61.994,-49.6678,-3.31,95,100,13.3,snow
660,Nongstoin,IN,25.5167,91.2667,8.19,79,1,1.45,clear sky
661,Tecoanapa,MX,16.5167,-98.75,29.57,52,0,5.0,clear sky
662,Kandalaksha,RU,67.162,32.4123,0.44,83,100,6.73,overcast clouds
663,Boyolangu,ID,-8.1181,111.8935,23.81,91,100,1.69,overcast clouds
664,Schattdorf,CH,46.8655,8.6547,-2.24,85,15,4.24,few clouds
665,Pandi,PH,14.8872,120.8572,24.99,72,100,4.8,overcast clouds
666,Vardo,NO,70.3705,31.1107,1.99,80,0,12.86,clear sky
667,Kirkuk,IQ,35.4681,44.3922,4.88,81,100,2.24,overcast clouds
668,Beira,MZ,-19.8436,34.8389,25.06,91,100,2.46,light rain
669,Khandyga,RU,62.6667,135.6,-46.76,100,97,0.87,overcast clouds
670,Caceres,ES,39.522,-6.3748,7.1,80,66,3.68,broken clouds
671,Wakkanai,JP,45.4094,141.6739,-8.53,71,100,8.51,light snow
672,Albufeira,PT,37.0882,-8.2503,12.23,84,21,2.44,few clouds
673,Shenzhen,CN,22.5455,114.0683,19.35,91,100,3.64,overcast clouds
674,Verkh-Usugli,RU,52.7,115.1667,-21.75,100,99,0.4,overcast clouds
675,Asau,RO,46.4333,26.4,-10.49,93,33,2.12,scattered clouds
676,Laguna,US,38.421,-121.4238,17.16,60,0,2.57,clear sky
677,Kununurra,AU,-15.7667,128.7333,26.99,94,40,0.0,scattered clouds
678,Maniitsoq,GL,65.4167,-52.9,-10.53,65,100,5.09,overcast clouds
679,Shenjiamen,CN,29.9576,122.298,10.32,85,100,7.05,light rain
680,Chara,RU,56.9064,118.2631,-25.9,79,39,0.77,scattered clouds
681,Picayune,US,30.5255,-89.6795,25.49,85,100,1.79,overcast clouds
682,Cazones,MX,20.7167,-97.3167,29.89,54,75,3.09,broken clouds
683,Mount Isa,AU,-20.7333,139.5,23.87,100,75,1.03,broken clouds
684,Hinatuan,PH,8.3722,126.3342,23.22,94,100,1.38,overcast clouds
685,Biu,NG,10.6129,12.1946,23.74,18,81,4.55,broken clouds
686,Namatanai,PG,-3.6667,152.4333,26.34,80,100,0.74,overcast clouds
687,Svetlyy,RU,54.675,20.1347,0.03,83,72,6.48,broken clouds
688,Aloleng,PH,16.1307,119.7824,24.18,75,52,4.57,broken clouds
689,Ruteng,ID,-8.6136,120.4721,16.64,89,73,0.5,broken clouds
690,Turinsk,RU,58.0458,63.696,-9.1,95,100,3.89,light snow
691,Sayansk,RU,54.1088,102.1648,-18.8,99,100,1.35,overcast clouds
692,Anchovy,JM,18.4103,-77.9317,26.36,69,20,10.29,few clouds
693,Ngunguru,NZ,-35.6167,174.5,19.5,68,4,4.32,clear sky
694,Karasburg,NA,-28.0167,18.75,24.77,38,86,3.88,overcast clouds
695,Achacachi,BO,-16.05,-68.6833,9.74,77,98,3.48,overcast clouds
